"42","        Rail transportation",86.8,87.6,85.3,81.9,81.9,64.9,72.7,77.8,79.1,82.8,81.9,86.7
"43","        Water transportation",57.5,60.2,60.1,59.5,53.4,34.1,34.7,37.8,39.3,40.2,45.0,61.6
"44","        Truck transportation",406.2,410.2,403.0,389.9,404.5,344.5,372.7,393.7,411.7,431.1,449.7,482.7
"45","        Transit and ground passenger transportation",95.1,99.5,106.5,102.1,90.6,51.6,57.5,67.3,65.7,77.7,88.3,91.4
"46","        Pipeline transportation",56.6,59.3,59.7,59.7,59.6,54.6,57.1,56.4,66.7,59.7,63.3,64.9
"47","        Other transportation and support activities",260.6,260.5,257.8,257.6,256.4,248.6,271.1,295.7,314.7,327.5,345.0,362.9
"48","        Warehousing and storage",150.4,151.5,152.7,157.5,154.8,143.2,160.0,163.6,177.8,179.9,189.8,198.0
"49","    Information",1902.6,1942.7,1970.2,1994.8,2008.4,1910.4,2008.5,2103.2,2189.6,2291.6,2355.5,2409.8
"50","        Publishing industries, except internet (includes software)",403.2,404.5,411.6,416.6,427.7,427.5,453.2,471.2,496.7,513.0,526.1,534.6
"51","        Motion picture and sound recording industries",153.6,162.8,170.5,183.7,181.8,111.9,117.8,130.9,133.3,154.5,187.8,216.9
"52","        Broadcasting and telecommunications",894.6,904.0,903.5,903.0,897.6,869.0,894.1,916.9,925.7,938.3,949.3,955.9
"53","        Data processing, internet publishing, and other information services",451.2,471.4,484.5,491.5,501.4,502.1,543.4,584.2,633.9,685.8,692.3,702.4
"54","    Finance, insurance, real estate, rental, and leasing",7029.7,7135.5,7232.7,7262.6,7282.6,7124.8,7363.4,7514.2,7711.0,7829.3,8021.8,8142.7
"55","        Finance and insurance",3070.0,3117.2,3173.8,3176.7,3186.5,3209.6,3289.1,3370.3,3518.9,3556.4,3651.2,3672.1
"56","            Federal Reserve banks, credit intermediation, and related activities",1032.6,1031.3,1050.5,1044.6,1021.7,1050.5,1063.9,1076.7,1106.4,1100.3,1111.6,1114.0
"57","            Securities, commodity contracts, and investments",630.6,672.9,676.4,677.5,673.0,686.6,670.1,739.4,793.1,789.3,807.8,850.1
"58","            Insurance carriers and related activities",1263.2,1268.6,1300.9,1304.3,1333.7,1315.0,1384.1,1380.7,1434.6,1472.6,1532.3,1505.9
"59","            Funds, trusts, and other financial vehicles",143.7,144.4,146.0,150.3,158.1,157.5,171.1,173.4,184.8,194.2,199.5,202.2
"60","        Real estate and rental and leasing",3959.7,4018.4,4058.9,4085.9,4096.2,3915.2,4074.3,4143.9,4192.1,4272.9,4370.6,4470.5
"61","            Real estate",3573.8,3622.3,3652.8,3684.7,3704.7,3607.5,3708.4,3770.4,3803.4,3838.7,3912.2,4006.9
"62","                Housing",2190.1,2217.6,2243.2,2267.9,2295.1,2315.4,2333.8,2352.3,2372.1,2397.1,2425.3,2462.2
"63","                Other real estate",1383.6,1404.7,1409.6,1416.8,1409.6,1292.1,1374.6,1418.1,1431.3,1441.6,1486.9,1544.8
"64","            Rental and leasing services and lessors of intangible assets",385.9,396.1,406.1,401.2,391.4,307.7,365.9,373.5,388.7,434.2,458.4,463.6
"65","    Professional and business services",4221.9,4328.6,4397.5,4409.5,4379.2,4011.9,4220.1,4413.7,4578.1,4700.2,4865.5,4989.0
"66","        Professional, scientific, and technical services",2401.7,2482.0,2525.8,2516.5,2513.9,2275.2,2393.5,2493.6,2585.4,2649.3,2726.2,2790.0
"67","            Legal services",365.5,377.6,387.1,382.1,379.8,358.6,363.0,385.9,411.1,392.8,412.4,417.3
"68","            Computer systems design and related services",477.0,490.4,498.0,495.6,504.0,478.3,477.0,483.4,490.6,506.1,512.5,513.5
"69","            Miscellaneous professional, scientific, and technical services",1559.2,1614.0,1640.6,1638.9,1630.1,1438.3,1553.6,1624.3,1683.7,1750.3,1801.2,1859.2
"70","        Management of companies and enterprises",667.4,673.1,669.4,675.5,674.2,659.6,669.6,712.6,714.7,715.3,733.1,724.1
"71","        Administrative and waste management services",1152.8,1173.5,1202.4,1217.4,1191.1,1077.0,1156.9,1207.5,1278.0,1335.6,1406.3,1474.9
"72","            Administrative and support services",1038.3,1056.7,1084.3,1100.7,1072.8,971.8,1042.0,1089.4,1157.1,1212.6,1277.7,1340.5
"73","            Waste management and remediation services",114.5,116.8,118.0,116.7,118.3,105.3,114.9,118.1,120.9,123.0,128.6,134.4
"74","    Educational services, health care, and social assistance",2970.7,3006.6,3031.4,3050.6,3010.4,2682.1,2926.0,2991.0,2986.5,3076.0,3137.6,3199.8
"75","        Educational services",383.6,382.6,385.1,385.0,376.9,333.5,350.6,344.5,352.0,368.1,378.1,386.8
"76","        Health care and social assistance",2587.1,2624.0,2646.3,2665.6,2633.6,2348.6,2575.5,2646.5,2634.5,2708.0,2759.5,2813.0
"77","            Ambulatory health care services",1144.5,1164.4,1173.3,1187.2,1158.3,963.3,1123.5,1163.5,1153.1,1184.8,1207.5,1224.2
"78","            Hospitals",946.8,958.3,967.1,972.8,963.8,911.1,957.5,981.2,988.6,1015.6,1037.9,1059.9
"79","            Nursing and residential care facilities",264.7,264.4,265.6,266.7,267.1,257.1,250.9,255.6,250.8,256.7,258.3,264.3
"80","            Social assistance",231.1,237.0,240.3,239.0,244.3,217.1,243.6,246.1,242.1,250.9,255.7,264.6
"81","    Arts, entertainment, recreation, accommodation, and food services",1554.4,1575.2,1599.1,1619.0,1466.3,847.4,1205.3,1228.2,1343.4,1579.1,1744.5,1789.0
"82","        Arts, entertainment, and recreation",376.9,372.5,374.2,374.9,337.5,171.9,239.0,257.7,288.4,315.8,361.3,377.0
"83","            Performing arts, spectator sports, museums, and related activities",216.9,209.9,212.1,211.6,185.5,97.7,114.2,134.7,151.0,158.1,193.9,208.5
"84","            Amusements, gambling, and recreation industries",160.0,162.7,162.1,163.2,152.0,74.2,124.8,123.0,137.4,157.7,167.4,168.5
"85","        Accommodation and food services",1177.5,1202.7,1224.8,1244.1,1128.7,675.5,966.3,970.5,1055.0,1263.3,1383.2,1412.1
"86","            Accommodation",297.3,300.9,303.8,303.9,252.0,98.8,176.2,180.5,192.5,251.0,302.5,314.9
"87","            Food services and drinking places",880.2,901.7,921.1,940.2,876.8,576.8,790.1,790.0,862.5,1012.3,1080.7,1097.1
"88","    Other services, except government",763.7,767.0,779.8,782.3,750.4,619.5,705.3,715.8,716.1,756.3,772.9,789.2
"89","Government",4001.2,4047.9,4073.2,4104.9,4129.2,4068.2,4136.9,4162.5,4285.1,4343.5,4414.1,4481.5
"90","    Federal",1220.6,1242.9,1253.1,1263.2,1271.1,1332.6,1320.8,1318.4,1381.9,1373.6,1363.3,1372.8
"91","        General government",1129.7,1152.4,1161.8,1172.7,1182.0,1244.1,1226.9,1223.1,1280.5,1274.0,1261.1,1268.1
"92","            National defense",693.7,706.8,712.6,720.4,722.7,720.7,732.7,743.7,738.3,741.6,742.4,740.2
"93","            Nondefense",436.0,445.6,449.2,452.3,459.3,523.4,494.3,479.5,542.1,532.4,518.7,527.9
"94","        Government enterprises",90.9,90.5,91.3,90.5,89.1,88.5,93.9,95.2,101.5,99.6,102.2,104.7
"95","    State and local",2780.6,2805.0,2820.0,2841.7,2858.1,2735.7,2816.0,2844.2,2903.2,2969.9,3050.8,3108.7
"96","        General government",2418.4,2440.6,2455.5,2476.6,2497.8,2399.3,2457.2,2478.4,2525.7,2580.6,2653.4,2704.7
"97","        Government enterprises",362.2,364.4,364.6,365.1,360.4,336.3,358.9,365.8,377.5,389.3,397.4,403.9
"","    Addenda:","","","","","","","","","","","",""
"98","            Private goods-producing industries1",8699.4,8750.5,8692.2,8663.4,8572.0,7490.2,8211.6,8485.6,8868.4,9221.3,9503.9,9889.0
"99","            Private services-producing industries2",24380.6,24748.4,25071.6,25155.2,24798.5,22441.6,24347.0,25068.9,26041.8,27070.0,27928.9,28634.5
"100","            Information-communications-technology-producing industries3","---","---","---","---","---","---","---","---","---","---","---","---"
"Legend / Footnotes:"
"1. Consists of agriculture, forestry, fishing, and hunting; mining; construction; and manufacturing."
"2. Consists of utilities; wholesale trade; retail trade; transportation and warehousing; information; finance, insurance, real estate, rental, and leasing; professional and business services; educational services, health care, and social assistance; arts, entertainment, recreation, accommodation, and food services; and other services, except government."
"3. Consists of computer and electronic product manufacturing (excluding navigational, measuring, electromedical, and control instruments manufacturing); software publishers; broadcasting and telecommunications; data processing, hosting and related services; internet publishing and broadcasting and web search portals; and computer systems design and related services."
"Note. Detail may not add to total due to rounding."
